Release Artist;Release Title;Release Type;UPC;ISRC;Grid;Vendor;Country of Sale;Country Code;Delivery Type;Delivery Format;Net Units;Net Payable
R.W.W.;Danielle;Track;3760231765037;BEHC61800016;digital-BADLP001;Youtube;PAKISTAN;PK;Stream;;2  ;$0,00
R.W.W.;Jesse James;Track;3760231765037;BEHC61800014;digital-BADLP001;Youtube;PAKISTAN;PK;Stream;;1  ;$0,00
R.W.W.;Bump in The Night;Track;3760231765037;BEHC61800015;digital-BADLP001;Youtube;POLAND;PL;Stream;;1  ;$0,00
R.W.W.;Never Go Home;Track;3760231765037;BEHC61800020;digital-BADLP001;Youtube;POLAND;PL;Stream;;2  ;$0,00
R.W.W.;Danielle;Track;3760231765037;BEHC61800016;digital-BADLP001;Youtube;PORTUGAL;PT;Stream;;2  ;$0,00
R.W.W.;Jesse James;Track;3760231765037;BEHC61800014;digital-BADLP001;Youtube;SERBIA;RS;Stream;;1  ;$0,00
R.W.W.;Danielle;Track;3760231765037;BEHC61800016;digital-BADLP001;Youtube;RUSSIAN FEDERATION;RU;Stream;;1  ;$0,00
R.W.W.;Danielle;Track;3760231765037;BEHC61800016;digital-BADLP001;Youtube;SWEDEN;SE;Stream;;11  ;$0,03
R.W.W.;Pot Of Gold;Track;3760231765037;BEHC61800022;digital-BADLP001;Youtube;SLOVENIA;SI;Stream;;2  ;$0,00
R.W.W.;Shut Yer Mouth;Track;3760231765037;BEHC61800023;digital-BADLP001;Youtube;SLOVENIA;SI;Stream;;2  ;$0,00
R.W.W.;Bump in The Night;Track;3760231765037;BEHC61800015;digital-BADLP001;Youtube;SLOVENIA;SI;Stream;;2  ;$0,00
R.W.W.;Every Once In A While;Track;3760231765037;BEHC61800013;digital-BADLP001;Youtube;SLOVENIA;SI;Stream;;2  ;$0,00
R.W.W.;Never Go Home;Track;3760231765037;BEHC61800020;digital-BADLP001;Youtube;SLOVENIA;SI;Stream;;2  ;$0,00
R.W.W.;Danielle;Track;3760231765037;BEHC61800016;digital-BADLP001;Youtube;SLOVENIA;SI;Stream;;2  ;$0,00
R.W.W.;Jesse James;Track;3760231765037;BEHC61800014;digital-BADLP001;Youtube;SLOVENIA;SI;Stream;;1  ;$0,00
R.W.W.;Danielle;Track;3760231765037;BEHC61800016;digital-BADLP001;Youtube;TURKEY;TR;Stream;;1  ;$0,00
R.W.W.;Pot Of Gold;Track;3760231765037;BEHC61800022;digital-BADLP001;Youtube;UNITED STATES;US;Stream;;7  ;$0,00
R.W.W.;Pot Of Gold;Track;3760231765037;BEHC61800022;digital-BADLP001;Youtube;UNITED STATES;US;Stream;;10  ;$0,01
R.W.W.;Pot Of Gold;Track;3760231765037;BEHC61800022;digital-BADLP001;Youtube;UNITED STATES;US;Stream;;5  ;$0,00
R.W.W.;Danielle;Track;3760231765037;BEHC61800016;digital-BADLP001;Youtube;UNITED STATES;US;Stream;;34  ;$0,08
R.W.W.;Jesse James;Track;3760231765037;BEHC61800014;digital-BADLP001;Youtube;UNITED STATES;US;Stream;;8  ;$0,05
R.W.W.;Every Once In A While;Track;3760231765037;BEHC61800013;digital-BADLP001;Youtube;UNITED STATES;US;Stream;;5  ;$0,05
R.W.W.;Shut Yer Mouth;Track;3760231765037;BEHC61800023;digital-BADLP001;Youtube;UNITED STATES;US;Stream;;5  ;$0,05
R.W.W.;Danielle;Track;3760231765037;BEHC61800016;digital-BADLP001;Youtube;UNITED STATES;US;Stream;;11  ;$0,03
R.W.W.;Pot Of Gold;Track;3760231765037;BEHC61800022;digital-BADLP001;Youtube;UNITED STATES;US;Stream;;9  ;$0,03
R.W.W.;Bump in The Night;Track;3760231765037;BEHC61800015;digital-BADLP001;Youtube;UNITED STATES;US;Stream;;2  ;$0,02
R.W.W.;Never Go Home;Track;3760231765037;BEHC61800020;digital-BADLP001;Youtube;UNITED STATES;US;Stream;;6  ;$0,01
R.W.W.;Wonder;Track;3760231765037;BEHC61800024;digital-BADLP001;Youtube;UNITED STATES;US;Stream;;1  ;$0,00
R.W.W.;Pot Of Gold;Track;3760231765037;BEHC61800022;digital-BADLP001;Youtube;VENEZUELA, BOLIVARIAN REPUBLIC OF;VE;Stream;;1  ;$0,00
R.W.W.;Jesse James;Track;3760231765037;BEHC61800014;digital-BADLP001;Youtube;SOUTH AFRICA;ZA;Stream;;1  ;$0,02
R.W.W.;Wonder;Track;3760231765037;BEHC61800024;digital-BADLP001;Youtube Red;JAPAN;JP;Stream;Stream - Audio-Visual - Partner-provided;1  ;$0,00
R.W.W.;Pot Of Gold;Track;3760231765037;BEHC61800022;digital-BADLP001;Youtube Red;JAPAN;JP;Stream;Stream - Audio-Visual - Partner-provided;1  ;$0,00
R.W.W.;Pot Of Gold;Track;3760231765037;BEHC61800022;digital-BADLP001;Youtube Red;UNITED STATES;US;Stream;Stream - Audio-Visual - Partner-provided;2  ;$0,03
R.W.W.;Danielle;Track;3760231765037;BEHC61800016;digital-BADLP001;Youtube Red;UNITED STATES;US;Stream;Stream - Audio-Visual - Partner-provided;1  ;$0,02
R.W.W.;Danielle;Track;3760231765037;BEHC61800016;digital-BADLP001;Youtube Red;UNITED STATES;US;Stream;Stream - Audio-Visual - Partner-provided;1  ;$0,01
R.W.W.;Eye Of The Storm;Track;3760231765037;BEHC61800017;digital-BADLP001;Youtube Red;UNITED STATES;US;Stream;Stream - Audio-Visual - Partner-provided;1  ;$0,02
R.W.W.;I Know A Girl;Track;3760231765037;BEHC61800018;digital-BADLP001;Youtube Red;UNITED STATES;US;Stream;Stream - Audio-Visual - Partner-provided;1  ;$0,02
R.W.W.;J’Attendrai;Track;3760231765037;BEHC61800019;digital-BADLP001;Youtube Red;UNITED STATES;US;Stream;Stream - Audio-Visual - Partner-provided;1  ;$0,02
R.W.W.;Jesse James;Track;3760231765037;BEHC61800014;digital-BADLP001;Youtube Red;UNITED STATES;US;Stream;Stream - Audio-Visual - Partner-provided;1  ;$0,02
R.W.W.;Never Go Home;Track;3760231765037;BEHC61800020;digital-BADLP001;Youtube Red;UNITED STATES;US;Stream;Stream - Audio-Visual - Partner-provided;1  ;$0,02
R.W.W.;Never Get To Say Yer Sorry;Track;3760231765037;BEHC61800021;digital-BADLP001;Youtube Red;UNITED STATES;US;Stream;Stream - Audio-Visual - Partner-provided;1  ;$0,02
R.W.W.;Wonder;Track;3760231765037;BEHC61800024;digital-BADLP001;Youtube Red;UNITED STATES;US;Stream;Stream - Audio-Visual - Partner-provided;1  ;$0,02
R.W.W.;Bump in The Night;Track;3760231765037;BEHC61800015;digital-BADLP001;Youtube Red;UNITED STATES;US;Stream;Stream - Audio-Visual - Partner-provided;1  ;$0,02
R.W.W.;Danielle;Track;3760231765037;BEHC61800016;digital-BADLP001;Youtube Red;UNITED STATES;US;Stream;Stream - Audio-Visual - Partner-provided;1  ;$0,01
R.W.W.;Shut Yer Mouth;Track;3760231765037;BEHC61800023;digital-BADLP001;Youtube Red;UNITED STATES;US;Stream;Stream - Audio-Visual - Partner-provided;1  ;$0,02
R.W.W.;Every Once In A While;Track;3760231765037;BEHC61800013;digital-BADLP001;Youtube Red;UNITED STATES;US;Stream;Stream - Audio-Visual - Partner-provided;1  ;$0,02
R.W.W.;Pot Of Gold;Track;3760231765037;BEHC61800022;digital-BADLP001;Youtube Red;UNITED STATES;US;Stream;Stream - Audio-Visual - Partner-provided;1  ;$0,01
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;AUSTRALIA;AU;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;AUSTRALIA;AU;Stream;Stream;1  ;$0,02
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;AUSTRALIA;AU;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;AUSTRALIA;AU;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;AUSTRALIA;AU;Stream;Stream;2  ;$0,01
Caz Gardiner & The Badasonics;Out of Time;Track;3760231765013;BEHC61800001;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Be Good;Track;3760231765013;BEHC61800002;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Go Back;Track;3760231765013;BEHC61800004;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Wheel of Life;Track;3760231765013;BEHC61800005;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;With You;Track;3760231765013;BEHC61800006;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;3  ;$0,02
Caz Gardiner & The Badasonics;I'm Dancing Too;Track;3760231765013;BEHC61800008;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Tic Tac Toe;Track;3760231765013;BEHC61800009;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;The Hard Way;Track;3760231765013;BEHC61800010;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Piece of My Heart;Track;3760231765013;BEHC61800011;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;The Train;Track;3760231765013;BEHC61800012;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Out of Time;Track;3760231765013;BEHC61800001;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Out of Time;Track;3760231765013;BEHC61800001;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Be Good;Track;3760231765013;BEHC61800002;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Be Good;Track;3760231765013;BEHC61800002;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Go Back;Track;3760231765013;BEHC61800004;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Wheel of Life;Track;3760231765013;BEHC61800005;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;With You;Track;3760231765013;BEHC61800006;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;I'm Dancing Too;Track;3760231765013;BEHC61800008;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Tic Tac Toe;Track;3760231765013;BEHC61800009;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;The Hard Way;Track;3760231765013;BEHC61800010;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Piece of My Heart;Track;3760231765013;BEHC61800011;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;The Train;Track;3760231765013;BEHC61800012;digital-BADLP002;Apple Music;BELGIUM;BE;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;CANADA;CA;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;Out of Time;Track;3760231765013;BEHC61800001;digital-BADLP002;Apple Music;CANADA;CA;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;Be Good;Track;3760231765013;BEHC61800002;digital-BADLP002;Apple Music;CANADA;CA;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;Go Back;Track;3760231765013;BEHC61800004;digital-BADLP002;Apple Music;CANADA;CA;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;Wheel of Life;Track;3760231765013;BEHC61800005;digital-BADLP002;Apple Music;CANADA;CA;Stream;Stream;2  ;$0,01
Caz Gardiner & The Badasonics;With You;Track;3760231765013;BEHC61800006;digital-BADLP002;Apple Music;CANADA;CA;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;CANADA;CA;Stream;Stream;11  ;$0,04
Caz Gardiner & The Badasonics;I'm Dancing Too;Track;3760231765013;BEHC61800008;digital-BADLP002;Apple Music;CANADA;CA;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;The Hard Way;Track;3760231765013;BEHC61800010;digital-BADLP002;Apple Music;CANADA;CA;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;Piece of My Heart;Track;3760231765013;BEHC61800011;digital-BADLP002;Apple Music;CANADA;CA;Stream;Stream;2  ;$0,01
Caz Gardiner & The Badasonics;The Train;Track;3760231765013;BEHC61800012;digital-BADLP002;Apple Music;CANADA;CA;Stream;Stream;2  ;$0,01
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;CANADA;CA;Stream;Stream;2  ;$0,01
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;CANADA;CA;Stream;Stream;8  ;$0,05
Caz Gardiner & The Badasonics;The Hard Way;Track;3760231765013;BEHC61800010;digital-BADLP002;Apple Music;CANADA;CA;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;UNITED KINGDOM;GB;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;UNITED KINGDOM;GB;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;UNITED KINGDOM;GB;Stream;Stream;6  ;$0,04
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;UNITED KINGDOM;GB;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Piece of My Heart;Track;3760231765013;BEHC61800011;digital-BADLP002;Apple Music;UNITED KINGDOM;GB;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;UNITED KINGDOM;GB;Stream;Stream;2  ;$0,04
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;UNITED KINGDOM;GB;Stream;Stream;18  ;$0,25
Caz Gardiner & The Badasonics;The Hard Way;Track;3760231765013;BEHC61800010;digital-BADLP002;Apple Music;UNITED KINGDOM;GB;Stream;Stream;7  ;$0,10
Caz Gardiner & The Badasonics;Piece of My Heart;Track;3760231765013;BEHC61800011;digital-BADLP002;Apple Music;HUNGARY;HU;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Piece of My Heart;Track;3760231765013;BEHC61800011;digital-BADLP002;Apple Music;ISRAEL;IL;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Piece of My Heart;Track;3760231765013;BEHC61800011;digital-BADLP002;Apple Music;ISRAEL;IL;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;Be Good;Track;3760231765013;BEHC61800002;digital-BADLP002;Apple Music;JAPAN;JP;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;JAPAN;JP;Stream;Stream;3  ;$0,01
Caz Gardiner & The Badasonics;Out of Time;Track;3760231765013;BEHC61800001;digital-BADLP002;Apple Music;JAPAN;JP;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;Be Good;Track;3760231765013;BEHC61800002;digital-BADLP002;Apple Music;JAPAN;JP;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;Out of Time;Track;3760231765013;BEHC61800001;digital-BADLP002;Apple Music;JAPAN;JP;Stream;Stream;3  ;$0,02
Caz Gardiner & The Badasonics;Be Good;Track;3760231765013;BEHC61800002;digital-BADLP002;Apple Music;JAPAN;JP;Stream;Stream;2  ;$0,02
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;JAPAN;JP;Stream;Stream;27  ;$0,22
Caz Gardiner & The Badasonics;The Hard Way;Track;3760231765013;BEHC61800010;digital-BADLP002;Apple Music;JAPAN;JP;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;NETHERLANDS;NL;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;NEW ZEALAND;NZ;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;NEW ZEALAND;NZ;Stream;Stream;2  ;$0,02
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;PERU;PE;Stream;Stream;2  ;$0,01
Caz Gardiner & The Badasonics;Piece of My Heart;Track;3760231765013;BEHC61800011;digital-BADLP002;Apple Music;RUSSIAN FEDERATION;RU;Stream;Stream;3  ;$0,01
Caz Gardiner & The Badasonics;Piece of My Heart;Track;3760231765013;BEHC61800011;digital-BADLP002;Apple Music;RUSSIAN FEDERATION;RU;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;Piece of My Heart;Track;3760231765013;BEHC61800011;digital-BADLP002;Apple Music;RUSSIAN FEDERATION;RU;Stream;Stream;2  ;$0,01
Caz Gardiner & The Badasonics;Piece of My Heart;Track;3760231765013;BEHC61800011;digital-BADLP002;Apple Music;SLOVENIA;SI;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Out of Time;Track;3760231765013;BEHC61800001;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;2  ;$0,01
Caz Gardiner & The Badasonics;Be Good;Track;3760231765013;BEHC61800002;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;2  ;$0,01
Caz Gardiner & The Badasonics;Go Back;Track;3760231765013;BEHC61800004;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;2  ;$0,01
Caz Gardiner & The Badasonics;Wheel of Life;Track;3760231765013;BEHC61800005;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;2  ;$0,01
Caz Gardiner & The Badasonics;With You;Track;3760231765013;BEHC61800006;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;2  ;$0,01
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;2  ;$0,01
Caz Gardiner & The Badasonics;I'm Dancing Too;Track;3760231765013;BEHC61800008;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;2  ;$0,01
Caz Gardiner & The Badasonics;Tic Tac Toe;Track;3760231765013;BEHC61800009;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;2  ;$0,01
Caz Gardiner & The Badasonics;The Hard Way;Track;3760231765013;BEHC61800010;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;2  ;$0,01
Caz Gardiner & The Badasonics;Piece of My Heart;Track;3760231765013;BEHC61800011;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;The Train;Track;3760231765013;BEHC61800012;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;Out of Time;Track;3760231765013;BEHC61800001;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;Be Good;Track;3760231765013;BEHC61800002;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;Go Back;Track;3760231765013;BEHC61800004;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;Wheel of Life;Track;3760231765013;BEHC61800005;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;With You;Track;3760231765013;BEHC61800006;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;6  ;$0,03
Caz Gardiner & The Badasonics;I'm Dancing Too;Track;3760231765013;BEHC61800008;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;Tic Tac Toe;Track;3760231765013;BEHC61800009;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;The Hard Way;Track;3760231765013;BEHC61800010;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;Piece of My Heart;Track;3760231765013;BEHC61800011;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;Out of Time;Track;3760231765013;BEHC61800001;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;2  ;$0,01
Caz Gardiner & The Badasonics;Be Good;Track;3760231765013;BEHC61800002;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;7  ;$0,03
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;18  ;$0,09
Caz Gardiner & The Badasonics;Piece of My Heart;Track;3760231765013;BEHC61800011;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Be Good;Track;3760231765013;BEHC61800002;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;6  ;$0,05
Caz Gardiner & The Badasonics;Be Good;Track;3760231765013;BEHC61800002;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Go Back;Track;3760231765013;BEHC61800004;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Go Back;Track;3760231765013;BEHC61800004;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Wheel of Life;Track;3760231765013;BEHC61800005;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;With You;Track;3760231765013;BEHC61800006;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;28  ;$0,25
Caz Gardiner & The Badasonics;I'm Dancing Too;Track;3760231765013;BEHC61800008;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;I'm Dancing Too;Track;3760231765013;BEHC61800008;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;3  ;$0,03
Caz Gardiner & The Badasonics;Tic Tac Toe;Track;3760231765013;BEHC61800009;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;2  ;$0,02
Caz Gardiner & The Badasonics;The Hard Way;Track;3760231765013;BEHC61800010;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;1  ;$0,01
Caz Gardiner & The Badasonics;Piece of My Heart;Track;3760231765013;BEHC61800011;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;2  ;$0,02
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;Apple Music;UNITED STATES;US;Stream;Stream;1  ;$0,00
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;FFX;BRAZIL;BR;Stream;Stream;4  ;$0,01
Caz Gardiner & The Badasonics;The Train;Track;3760231765013;BEHC61800012;digital-BADLP002;FFX;BRAZIL;BR;Stream;Stream;4  ;$0,01
Caz Gardiner & The Badasonics;The Train;Track;3760231765013;BEHC61800012;digital-BADLP002;FFX;SPAIN;ES;Stream;Stream;3  ;$0,01
Caz Gardiner & The Badasonics;The Hard Way;Track;3760231765013;BEHC61800010;digital-BADLP002;FFX;SPAIN;ES;Stream;Stream;4  ;$0,01
Caz Gardiner & The Badasonics;Be Good;Track;3760231765013;BEHC61800002;digital-BADLP002;FFX;SPAIN;ES;Stream;Stream;4  ;$0,01
Caz Gardiner & The Badasonics;Tic Tac Toe;Track;3760231765013;BEHC61800009;digital-BADLP002;FFX;SPAIN;ES;Stream;Stream;4  ;$0,01
Caz Gardiner & The Badasonics;Go Back;Track;3760231765013;BEHC61800004;digital-BADLP002;FFX;SPAIN;ES;Stream;Stream;4  ;$0,01
Caz Gardiner & The Badasonics;I'm Dancing Too;Track;3760231765013;BEHC61800008;digital-BADLP002;FFX;SPAIN;ES;Stream;Stream;4  ;$0,01
Caz Gardiner & The Badasonics;Feel Like Jumping;Track;3760231765013;BEHC61800007;digital-BADLP002;FFX;SPAIN;ES;Stream;Stream;4  ;$0,01
Caz Gardiner & The Badasonics;Never Gonna Let;Track;3760231765013;BEHC61800003;digital-BADLP002;FFX;SPAIN;ES;Stream;Stream;4  ;$0,01
Caz Gardiner & The Badasonics;Wheel of Life;Track;3760231765013;BEHC61800005;digital-BADLP002;FFX;SPAIN;ES;Stream;Stream;4  ;$0,01
Caz Gardiner & The Badasonics;Piece of My Heart;Track;3760231765013;BEHC61800011;digital-BADLP002;FFX;SPAIN;ES;Stream;Stream;3  ;$0,01
Caz Gardiner & The Badasonics;Out of Time;Track;3760231765013;BEHC61800001;digital-BADLP002;FFX;SPAIN;ES;Stream;Stream;6  ;$0,02
Caz Gardiner & The Badasonics;With You;Track;3760231765013;BEHC61800006;digital-BADLP002;FFX;SPAIN;ES;Stream;Stream;4  ;$0,01
